text,label
MOHON TINDAK LANJUT DAN PENYELESAIANNYA TGL  PROSES PD PROMO DENGAN DAYA STVA STVA DENGAN NO REGISTER  TGL  SUDAH DI LAKUKAN PEMBAYARAN BIAYA PENYAMBUNGAN SESUAI INFORMASI PELANGGAN MENDAPATKAN KONFIRMASI DARI UNIT PLN SETEMPAT UNTUK PD KE DAYA VA TIDAK DAPAT DI LAYANI DAN HARUS KE DAYA  PHASA PELANGGAN MENGHENDAKI PETUNJUK DAN ARAHAN TERKAIT PERMOHONAN PD PROMO TERSEBUT,1
mohon bantuannya untuk memindahkan posisi Meteran  ke dinding depan rumah karena saat ini posisinya dalam rumah terima kasih alamat lengkap jl panglima polim gg Relloco,-1
PELANGGAN BERMAKSUD UBAH NAMA DARI SUGENG HERRY SATRIA KE BUDI ROCHMAN,-1
listrik mati,-1
MCB Meteran rusak tidak bisa dinyalakan,-1
listrik dirumah tiba padamlalu meteran kwh menunjukan tulisan lo volt,-1
pengelupasan kabel di gardu,-1
MCB rusak,-1
listrik mati,-1
gagal isi token,-1
PELANGGAN PENGAJUAN PB DAN REALISASI TGL  SESUAI INFO PELANGGAN SAAT INI KABEL SR YANG TERPASANG TERLALU KECIL DAN PELANGGAN KHAWATIR TERHADAP KONDISI JARINGAN LISTRIK  IDPEL ,-1
habis penebangan pohon kabel tergeser ke bawah menganggu orang lewat,-1
mohon maaf pak atau Bu admin yg rusak atau ada kendalanya di rumah bapak muji  belakang rumah bapak Subari  kendala listrik kalau MCB panas Pasti njeglek atau listrik padam sampai saat ini sudah  hari kendala begitu,-1
saya sdh mengajukan perbaikan kabel listrik yg melintang di lahan kami sdh  Minggu blm ditangani karena lahan mau di banguntempat di Utara STIE cendikia bojonegoro,-1
token tidak bisa dimasukkanselalu gagal pada monitor,-1
kWh meter keluar periksa,-1
bau gosong di meteran listrik,-1
Tiang listrik mau roboh mohon dibantu,-1
Tagihan Listrik tidak sesuai pemakaian total tagihan mencapai rb,-1
PELANGGAN PENDAFTARAN PB B VA  NOMER AGENDA  P LUNAS PADA TGL  PELANGGAN SUDAH MEMILIKI SLO NAMUN HINGGA SAAT INI BELUM REALISASI PELANGGAN INGIN DI HUBUNGI TERKAIT KEPASTIAN DAN INGIN DI PERCEPAT PEMASANGANNYA,-1
kabel listrik terlalu kebawah ada yg menempel di atap rumah warga  kwatir terjadi konslet,1
input token gagal,-1
semalam token listrikku tidak dapat di isi,-1
MOHON TINDAK LANJUT DAN PENYELESAIANNYA PERGANTIAN APP PRABAYAR KARENA PEREMAJAAN SESUAI INFO PELANGGAN  MASIH TERDAPAT SISA KWH PADA ID METER LAMA   YBS MENGINGINKAN AGAR TOKEN TSB DAPAT DIKONVERSI KE APP BARU ID METER   PELANGGAN HUB KEMBALI CCPUSPITALC,-1
untuk tombol meteran angka    tidak bisa di tekan jadi tidak bisa mengisi token listrik puri Blok D ,-1
padam banyak rumah sudah sekitar  menit tolong segera perbaikannya trims,-1
rekening melonjak,-1
PELANGGAN PENDAFTARAN PB  PAKET NIDI dan SLO TARIFDAYA B   NOMER AGENDA   BP LUNAS PADA TGL  NAMUN HINGGA SAAT INI BELUM REALISASI INFO PELANGGAN SYARAT PENYAMBUNGAN SUDAH DISERAHKAN KE PLN  TGL    TERKAIT K K DAN K BELUM ADA TINDAK LANJUT,-1
MASALAH PADA TOKEN LISTRIK MUSHOLA,-1
KESULITAN ENTRY TOKEN KETERANGAN GAGAL SISA PULSA SAAT INI   KWH NO TOKEN     ,-1
PELANGGAN TIDAK DAPAT INPUT TOKEN SETELAH UPDATE VKRN  SISA  KWH PTL TIDAK PADAMDIALIHKAN K CCNITA,-1
tidak dapat beli token,-1
gagal isi token,-1
MUTASIK Gkabel terputus  kabel istalasi terputus dari tiang,-1
kabel istalasi terputus dari tiang,-1
tombol kWh meter untek pengisian token rusak tidak bisa digunakan,-1
lampu penerang jalan raya nyala tetapi lampu rumah warga mati sejak jam ,-1
Listrik padamsebelum padam spedometer mengeluarkan bunyi bising dan asap,-1
PELANGGAN TIDAK DAPAT MELAKUKAN PEMBELIAN TOKEN TERTERA NOMOR METER SALAH,-1
Tiap hari pemadaman titik masalah dimana ya ,-1
seminggu minimal padam x sudah  tahun,-1
PELANGGAN MENGAJUKAN PROSES TURUN DAYA R   VA  R   VA MELALUI APLIKASI PLN MOBILE DENGAN STATUS PERMOHONAN MENUNGGU VERIFIKASI PLN UNIT DAN STATUS PADA APT PERMOHONAN BELUM DISAHKAN MANAGER YBS INGIN SEGERA DAPAT DITINDAK LANJUTI,-1
Sering mati listrik di daerah saya Hujan sedikit padam,-1
tambah daya listrik,1
hbs migrasi kwh tdk ada mcbnya,-1
kwh hbs penggantian ook tdk ada mcbnya,-1
Gagal isi token,-1
Gagal isi token,-1
tidak bisa isi token,-1
kenapa sangaaat sering mati lampu padahal tidak hujan tidak petir tidak angin didaerah saya tapi kalau hujan petir angin malah mati lampu,-1
pemadaman banyak rumah lagi,-1
kWh meter dinyalakan beberapa detik offjeglek,-1
kvhmeter matikena petir,-1
pembelian token tidak bisa di masukan kode no nya dan di keterangan tulisan gagal,-1
periksa,-1
mau turun daya,-1
layar meteran gak keliatan angkanya,-1
token baru beli kok dimasukan ada tulisan terpakai padahal ini baru beli,-1
tidak bisa memasukkan token meter an error saat memasukkan token baru  sampai  angka terhapus sendiri,-1
kwh terblokir,-1
Meteran rusak,-1
saya beli token di pln mobile Rp tapi saya masukkan kok tidak bisa ya ada keterangan terpakai tapi token belom masuk sedangkan saldo saya sudah berkurang tolong di bantu ya,-1
TERKAIT K MOHON PENGECEKAN ANGKA STAND APP PASCABAYAR TIDAK BERGERAK PTL NYALA,-1
arus listrik hanya sampai di under ground,-1
nomor token yang dibeli tidak bertambah daya ketika di isikan ke meteran PLN,-1
stand angka macet,-1
tidak dapat beli token,-1
gagal memasukan token listrik,-1
DI WILAYAH TSB PTL SERING PADAM BANYAK RUMAH DALAM DURASICMINGGU TERAKHIR HAMPIR BERAPA KALI PADAM PTL TIDAK PADAM SAAT INI MOHON DILAKUKAN PENGECEKAN,-1
terkendala  desa listrik nyala mati sudah  kali listrik tidak ngangkat buat nyalain elektronik lampu kedip,-1
token hampir habis kwh tidak bisa diisi token,-1
tidak bisa isi token kwh muncul periksa,-1
Cuma mau nanya boss sampe jam berapa listrim padam ,-1
kabel kongslet dan terbakar diatas pohon,-1
meteran saya muncul tulisan inscek,-1
listrik gak bisa diisi token gagal terus,-1
meteran rusakhilang karna kebakaran,-1
tidak dapat beli token,-1
gagal isi token,-1
gagal isi token,-1
registrasi tambah daya tidak bisa,-1
tegangan listrik di area ruko drop,-1
Voltase turun,-1
Voltase Turun kah,-1
Meteran listrik mati,-1
meteran listrik tidak menyala,-1
Meteran mati tidak berputar,-1
tagihan melonjak mohon dicek,-1
kWh error,-1
listrik padam kabel SR putus,-1
MOHON PERIKSA APP PRABAYAR BUZZER ALARM BERBUNYI PELAN SEBELUMNYA KENCANG,-1
listrik padam lagi bos ini perhitungan pemilu malah mati laginyalain bosjgn padam ae,-1
listrik mati lagi pak nyapa sebentar langsung mati lagi,-1
Voltage PLN  volt atau  volt toling dinormalkan karena compressor di PT BAG tidak bisa Running,-1
Nomor token tidak ditemukan padahal sudah sesuai dan biasanya bisa,-1
Tegangan tidak stabil naik turun,-1
turun daya,-1
turun daya,-1
kWh meter keluar priksasekarang listrik padam,-1
mcb meteran lemah,-1
token beli di indomaret tapi dimasukan gagal,-1
MOHON BANTUAN KONFIRMASI KE PELANGGAN TERKAIT PENDAFATARAN PB ATAS NAMA PJL KOLONG DAN PJL DUKUH KIDUL SUDAH NYERAHKAN SLO DAN NIDI KE UNIT PLN  PADA TGL  NAMUN BELUM DAPAT NO REGISTER,-1
PELANGGAN PENDAFTARAN PB PRABAYAR TARIF RTDAYA VA NOMER AGENDA  NO REGISTER  BP LUNAS PADA TGL  PELANGGAN SUDAH MEMILIKI SLO NAMUN HINGGA SAAT INI BELUM REALISASI,-1
kabel arah ke rumah terlalu kencang sehingga tiang atap rumah ketarik dan copot,-1
pengajuan pasang baru untuk  pompa air pawitnat desa ngablak Dy  kva tarif LT survey tgl  desember   pompa air hj Sri purwani desa Sukoharjo Dy  kva tarif LT survey tgl  desember  kira kapan ya soalnya bulan Maret mau dipakai ngairi sawah sampai sekarang belum ada jawaban,-1
gagal isi token,-1
kWh meter tertera tulisan periksa mau isi token Ndak bisa masuk,-1
tidak ada arus listrik,-1
PELANGGAN MENGAJUKAN PENDAFTARAN PB BT  VA KE ULP SUDAH DISURVEY PETUGAS AKHIR JAN  NAMUN BELUM ADA TINDAK LANJUT,-1
Mohon info permohonan tambah daya belum di proses Terimakasih,-1
Meteran Listrik selalu menujukan periksa meski sudah dilakukan temper setelah berhasil tapi balik lagi menunjukan periksa berulangulang,-1
PELANGGAN PENGAJUAN GESER SR DIKARENAKAN RENOVASI PELANGGAN INGIN DI CEK TERLEBIH DAHULU,-1
syarat turun daya,-1
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN  PTL TIDAK PADAM SISA  KWH NO TOKEN     ,-1
kabel besar antar tiyang turun kebawah nglengsreh,-1
PELANGGAN PENDAFTARAN PB  PAKET NIDI dan SLO TARIFDAYA B   NOMER AGENDA   BP LUNAS PADA TGL  NAMUN HINGGA SAAT INI BELUM REALISASI INFO PELANGGAN SYARAT PENYAMBUNGAN SUDAH DISERAHKAN KE PLN  TGL    TERKAIT K DAN K BELUM ADA TINDAK LANJUT,-1
mat siang  dulur ni kWh bisa beli token tapi token di masukan bolak balik gagal trsmungkin kena kct minta bantuan ya trmksh,-1
MOHON BANTUANNYA  SELESAI KAN PROSES YANG ADA MAU PROSES TIDAK BISA TERKENDALA PROSES YG BELUM SELESAI  TERIMA KASIH,-1
MCB meteran saya rusak pakmohon diperbaiki,-1
Gamet tidak bisa di isi pulsaselalu gagal token hampir habis,-1
MOHON TINDAKLANJUT DAN PENYELESAIANTGL   PELANGGAN DENGAN NO METER  TIDAK DAPAT MELAKUKAN PEMBELIAN TOKEN PADA DATA PAPST TERTERA SILAHKAN KIRIM DIL PREPAID KE PAPST  SISA  KWH,-1
listrik padam  rumah,-1
listrik padam sejak  menit lalu dan tetangga sekitar juga mengalami padam listrikDalam  hari sudah lebih dari  kali mengalami padam listrik dan hampir tiap hari mengalami padam listrik tanpa ada pemberitahuan juga,-1
NOMOR METER  TERKAIT KESULITAN PEMBELIAN TOKEN DI TOKOPEDIA DAN SHOPEE DENGAN KETERANGAN NOMOR TIDAK TERDAFTAR DAN KETERANGAN SILAHKAN KIRIM DIL PREPAID KE PAPST PADA APLIKASI LPB PAPST SISA PULSA SAAT INI  KWH  PTL MENYALA INFO PELANGGAN BELUM  ADA PENGGANTIAN APP,-1
kwh meter prabayar sudah beli token dan sudah diisi token namun kwh tidak masuk sehingga listriknpadam dan tidak bisa nyala,-1
voltase naik turun antara  volt kabel jaringan dari tiang ke rumah sekitar  meter kondisi sudah rusakpecah kulitnya,-1
pemindahan KWH Meter,-1
token mati ttapi lampu masih nyala,-1
Tegangan Drop,-1
Tegangan Drop,-1
GAGAL ISI TOKEN ATAU MINTA KODE RISET,-1
Token masih tidak bisa diisi gagal trus,-1
listriknya sering mati,-1
voltasenya kelihatannya turun sering nggak kuat,-1
kwh meter angka  gabisa ditekan listrik padam,-1
muncul PERIKSA,-1
Ada ranting pohon lumayan besar di jalur kabel pln takutnya bisa jatuhin kabel,1
